Name,27.68
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
Name,26.98
